"Team","League","Year.x","RS","RA.x","W.x","OBP","SLG","BA","Playoffs.x","RankSeason","RankPlayoffs","G.x","OOBP","OSLG","Playoffs2","current.x","join_val","X.x","Rk","Year.y","Tm.x","Lg","G.y","W.y","L.x","Ties","W.L..x","pythW.L.","Finish","GB","Playoffs.y","R.x","RA.y","Attendance","BatAge","PAge.x","Num.Bat","Num.P","Top.Player","Managers","current.y","WAR","Abv","X.y","Tm.y","X.P","PAge.y","RA.G","W","L.y","W.L..y","ERA","G","GS","GF","CG","tSho","cSho","SV","IP","H","R.y","ER","HR","BB","IBB","SO","HBP","BK","WP","BF","ERA.","FIP","WHIP","H9","HR9","BB9","SO9","SO.W","LOB","Year","current","ERAP","SV.G","CG.G","tSho.G","cSho.G","RS.G","win_adj"
"COL","NL",2011,735,774,73,0.329,0.41,0.258,0,NA,NA,162,0.331,0.431,"NO","COL","COL - 2011",906,6,2011,"Colorado Rockies","NL West",162,73,89,0,0.451,0.476,"4th of 5","21","",735,774,2909777,28.6,27.7,55,29,"T.Tulowitzki (6.1)","J.Tracy (73-89)","Colorado Rockies",6.1,"COL",1287,"COL",29,27.7,4.78,73,89,0.451,4.43,162,162,157,5,7,2,41,1447.2,1471,774,713,176,522,47,1118,48,7,65,6215,103,4.24,1.377,9.1,1.1,3.2,7,2.14,6.77777777777778,2011,"COL",103,0.253086419753086,0.0308641975308642,0.0432098765432099,0.0123456790123457,4.53703703703704,73
"DET","AL",2011,787,711,95,0.34,0.434,0.277,1,4,3,162,0.321,0.396,"YES","DET","DET - 2011",930,6,2011,"Detroit Tigers","AL Central",162,95,67,0,0.586,0.546,"1st of 5","--","Lost ALCS (4-2)",787,711,2642045,28.6,27.8,45,26,"J.Verlander (8.4)","J.Leyland (95-67)","Detroit Tigers",8.4,"DET",1288,"DET",26,27.8,4.39,95,67,0.586,4.04,162,162,158,4,14,2,52,1440,1406,711,647,149,492,34,1115,52,5,69,6108,103,3.95,1.318,8.8,0.9,3.1,7,2.27,6.64814814814815,2011,"DET",103,0.320987654320988,0.0246913580246914,0.0864197530864197,0.0123456790123457,4.85802469135802,95
"FLA","NL",2011,625,702,72,0.318,0.388,0.247,0,NA,NA,162,0.316,0.401,"NO","MIA","MIA - 2011",1338,6,2011,"Florida Marlins","NL East",162,72,90,0,0.444,0.447,"5th of 5","30","",625,702,1520562,27.4,28,44,22,"G.Stanton (4.1)","E.Rodriguez (32-39), B.Hyde (0-1) and J.McKeon (40-50)","Miami Marlins",4.1,"MIA",1289,"FLA",22,28,4.33,72,90,0.444,3.95,162,162,155,7,11,4,40,1459.2,1403,702,640,149,500,72,1218,37,10,43,6200,99,3.79,1.304,8.7,0.9,3.1,7.5,2.44,6.90740740740741,2011,"MIA",99,0.246913580246914,0.0432098765432099,0.0679012345679012,0.0246913580246914,3.85802469135802,72
"HOU","NL",2011,615,796,56,0.311,0.374,0.258,0,NA,NA,162,0.337,0.432,"NO","HOU","HOU - 2011",1046,6,2011,"Houston Astros","NL Central",162,56,106,0,0.346,0.384,"6th of 6","40","",615,796,2067016,28.2,27.2,47,23,"C.Lee (4.0)","B.Mills (56-106)","Houston Astros",4,"HOU",1290,"HOU",23,27.2,4.91,56,106,0.346,4.51,162,162,160,2,6,0,25,1435,1477,796,719,188,560,59,1191,53,9,39,6268,84,4.35,1.42,9.3,1.2,3.5,7.5,2.13,7.2037037037037,2011,"HOU",84,0.154320987654321,0.0123456790123457,0.037037037037037,0,3.7962962962963,56
"KCR","AL",2011,730,762,71,0.329,0.415,0.275,0,NA,NA,162,0.337,0.425,"NO","KCR","KCR - 2011",1101,6,2011,"Kansas City Royals","AL Central",162,71,91,0,0.438,0.48,"4th of 5","24","",730,762,1724450,25.8,26.4,42,23,"A.Gordon (7.2)","N.Yost (71-91)","Kansas City Royals",7.2,"KCR",1291,"KCR",23,26.4,4.7,71,91,0.438,4.44,162,162,160,2,6,0,37,1451.1,1487,762,716,163,557,42,1080,58,7,69,6280,92,4.27,1.408,9.2,1,3.5,6.7,1.94,7.18518518518519,2011,"KCR",92,0.228395061728395,0.0123456790123457,0.037037037037037,0,4.50617283950617,71
"LAA","AL",2011,667,633,86,0.313,0.402,0.253,0,NA,NA,162,0.313,0.388,"NO","LAA","LAA - 2011",1149,6,2011,"Los Angeles Angels of Anaheim","AL West",162,86,76,0,0.531,0.524,"2nd of 4","10","",667,633,3166321,28.9,28.4,43,21,"J.Weaver (7.0)","M.Scioscia (86-76)","Los Angeles Angels of Anaheim",7,"LAA",1292,"LAA",21,28.4,3.91,86,76,0.531,3.57,162,162,150,12,11,6,39,1465,1388,633,581,142,476,34,1058,36,4,55,6124,106,3.89,1.272,8.5,0.9,2.9,6.5,2.22,6.76543209876543,2011,"LAA",106,0.240740740740741,0.0740740740740741,0.0679012345679012,0.037037037037037,4.11728395061728,86
"LAD","NL",2011,644,612,82,0.322,0.375,0.257,0,NA,NA,161,0.31,0.371,"NO","LAD","LAD - 2011",1205,6,2011,"Los Angeles Dodgers","NL West",161,82,79,0,0.509,0.523,"3rd of 5","11.5","",644,612,2935139,29.8,28.6,48,21,"M.Kemp (8.2)","D.Mattingly (82-79)","Los Angeles Dodgers",8.2,"LAD",1293,"LAD",21,28.6,3.8,82,79,0.509,3.54,161,161,154,7,17,2,40,1432,1287,612,563,132,507,48,1265,43,7,50,5997,104,3.61,1.253,8.1,0.8,3.2,8,2.5,6.7639751552795,2011,"LAD",104,0.248447204968944,0.0434782608695652,0.105590062111801,0.0124223602484472,4,82.5093167701863
"MIL","NL",2011,721,638,96,0.325,0.425,0.261,1,3,3,162,0.304,0.385,"YES","MIL","MIL - 2011",1362,6,2011,"Milwaukee Brewers","NL Central",162,96,66,0,0.593,0.556,"1st of 6","--","Lost NLCS (4-2)",721,638,3071373,28.9,29.3,48,22,"R.Braun (7.8)","R.Roenicke (96-66)","Milwaukee Brewers",7.8,"MIL",1294,"MIL",22,29.3,3.94,96,66,0.593,3.63,162,162,161,1,13,1,47,1441.2,1348,638,582,147,440,16,1257,33,5,70,6048,109,3.59,1.24,8.4,0.9,2.7,7.8,2.86,6.69753086419753,2011,"MIL",109,0.290123456790123,0.00617283950617284,0.0802469135802469,0.00617283950617284,4.45061728395062,96
"MIN","AL",2011,619,804,63,0.306,0.36,0.247,0,NA,NA,162,0.34,0.435,"NO","MIN","MIN - 2011",1410,6,2011,"Minnesota Twins","AL Central",162,63,99,0,0.389,0.383,"5th of 5","32","",619,804,3168116,27.6,28.5,45,24,"S.Baker (4.4)","R.Gardenhire (63-99)","Minnesota Twins",4.4,"MIN",1295,"MIN",24,28.5,4.96,63,99,0.389,4.58,162,162,155,7,8,3,32,1421.2,1564,804,724,161,480,37,940,54,5,47,6210,89,4.3,1.438,9.9,1,3,6,1.96,7.04320987654321,2011,"MIN",89,0.197530864197531,0.0432098765432099,0.0493827160493827,0.0185185185185185,3.82098765432099,63
"NYM","NL",2011,718,742,77,0.335,0.391,0.264,0,NA,NA,162,0.332,0.411,"NO","NYM","NYM - 2011",1526,6,2011,"New York Mets","NL East",162,77,85,0,0.475,0.485,"4th of 5","25","",718,742,2352596,28,30,46,23,"J.Reyes (4.7)","T.Collins (77-85)","New York Mets",4.7,"NYM",1296,"NYM",23,30,4.58,77,85,0.475,4.19,162,162,156,6,9,2,43,1448,1482,742,674,147,514,48,1126,70,7,46,6316,88,4,1.378,9.2,0.9,3.2,7,2.19,7.59259259259259,2011,"NYM",88,0.265432098765432,0.037037037037037,0.0555555555555556,0.0123456790123457,4.4320987654321,77
"NYY","AL",2011,867,657,97,0.343,0.444,0.263,1,2,4,162,0.322,0.399,"YES","NYY","NYY - 2011",1581,6,2011,"New York Yankees","AL East",162,97,65,0,0.599,0.624,"1st of 5","--","Lost LDS (3-2)",867,657,3653680,30.5,31,48,28,"C.Sabathia (7.4)","J.Girardi (97-65)","New York Yankees",7.4,"NYY",1297,"NYY",28,31,4.06,97,65,0.599,3.73,162,162,157,5,8,3,47,1458.1,1423,657,605,152,507,43,1222,58,3,67,6216,116,3.87,1.323,8.8,0.9,3.1,7.5,2.41,7.30864197530864,2011,"NYY",116,0.290123456790123,0.0308641975308642,0.0493827160493827,0.0185185185185185,5.35185185185185,97
"OAK","AL",2011,645,679,74,0.311,0.369,0.244,0,NA,NA,162,0.317,0.378,"NO","OAK","OAK - 2011",1695,6,2011,"Oakland Athletics","AL West",162,74,88,0,0.457,0.477,"3rd of 4","22","",645,679,1476791,29,27.4,48,26,"G.Gonzalez (4.4)","B.Geren (27-36) and B.Melvin (47-52)","Oakland Athletics",4.4,"OAK",1298,"OAK",26,27.4,4.19,74,88,0.457,3.71,162,162,156,6,12,1,39,1447.2,1380,679,597,136,519,24,1160,41,3,53,6159,109,3.8,1.312,8.6,0.8,3.2,7.2,2.24,7.01851851851852,2011,"OAK",109,0.240740740740741,0.037037037037037,0.0740740740740741,0.00617283950617284,3.98148148148148,74
"PHI","NL",2011,713,529,102,0.323,0.395,0.253,1,1,4,162,0.296,0.361,"YES","PHI","PHI - 2011",1811,6,2011,"Philadelphia Phillies","NL East",162,102,60,0,0.63,0.633,"1st of 5","--","Lost LDS (3-2)",713,529,3680718,31.4,29.2,42,23,"C.Lee (9.2)","C.Manuel (102-60)","Philadelphia Phillies",9.2,"PHI",1299,"PHI",23,29.2,3.27,102,60,0.63,3.02,162,162,144,18,21,7,47,1477,1320,529,495,120,404,41,1299,47,6,23,6069,127,3.24,1.167,8,0.7,2.5,7.9,3.22,6.84567901234568,2011,"PHI",127,0.290123456790123,0.111111111111111,0.12962962962963,0.0432098765432099,4.40123456790123,102
"PIT","NL",2011,610,712,72,0.309,0.368,0.244,0,NA,NA,162,0.338,0.409,"NO","PIT","PIT - 2011",1945,6,2011,"Pittsburgh Pirates","NL Central",162,72,90,0,0.444,0.43,"4th of 6","24","",610,712,1940429,27.2,28.1,52,25,"A.McCutchen (5.7)","C.Hurdle (72-90)","Pittsburgh Pirates",5.7,"PIT",1300,"PIT",25,28.1,4.4,72,90,0.444,4.04,162,162,157,5,11,3,43,1449.1,1513,712,650,152,535,65,1031,62,6,60,6317,92,4.2,1.413,9.4,0.9,3.3,6.4,1.93,7.75925925925926,2011,"PIT",92,0.265432098765432,0.0308641975308642,0.0679012345679012,0.0185185185185185,3.76543209876543,72
"SDP","NL",2011,593,611,71,0.305,0.349,0.237,0,NA,NA,162,0.314,0.375,"NO","SDP","SDP - 2011",2080,6,2011,"San Diego Padres","NL West",162,71,91,0,0.438,0.486,"5th of 5","23","",593,611,2143018,28,28.1,48,22,"C.Maybin (4.5)","B.Black (71-91)","San Diego Padres",4.5,"SDP",1301,"SDP",22,28.1,3.77,71,91,0.438,3.42,162,162,162,0,10,0,44,1449.1,1324,611,551,125,521,56,1139,37,6,45,6065,104,3.73,1.273,8.2,0.8,3.2,7.1,2.19,6.82716049382716,2011,"SDP",104,0.271604938271605,0,0.0617283950617284,0,3.66049382716049,71
"SEA","AL",2011,556,675,67,0.292,0.348,0.233,0,NA,NA,162,0.31,0.386,"NO","SEA","SEA - 2011",2262,6,2011,"Seattle Mariners","AL West",162,67,95,0,0.414,0.412,"4th of 4","29","",556,675,1896321,29.2,26.8,47,21,"B.Ryan (4.0)","E.Wedge (67-95)","Seattle Mariners",4,"SEA",1302,"SEA",21,26.8,4.17,67,95,0.414,3.9,162,162,150,12,10,3,39,1433,1369,675,621,145,436,27,1088,51,6,68,6014,97,3.84,1.26,8.6,0.9,2.7,6.8,2.5,6.41975308641975,2011,"SEA",97,0.240740740740741,0.0740740740740741,0.0617283950617284,0.0185185185185185,3.4320987654321,67
"SFG","NL",2011,570,578,86,0.303,0.368,0.242,0,NA,NA,162,0.309,0.346,"NO","SFG","SFG - 2011",2128,6,2011,"San Francisco Giants","NL West",162,86,76,0,0.531,0.494,"2nd of 5","8","",570,578,3387303,30.2,28.5,44,17,"P.Sandoval (6.1)","B.Bochy (86-76)","San Francisco Giants",6.1,"SFG",1303,"SFG",17,28.5,3.57,86,76,0.531,3.2,162,162,159,3,12,2,52,1468,1260,578,522,96,559,46,1316,50,4,42,6130,109,3.33,1.239,7.7,0.6,3.4,8.1,2.35,7.08641975308642,2011,"SFG",109,0.320987654320988,0.0185185185185185,0.0740740740740741,0.0123456790123457,3.51851851851852,86
"STL","NL",2011,762,692,90,0.341,0.425,0.273,1,7,1,162,0.319,0.398,"YES","STL","STL - 2011",2302,6,2011,"St. Louis Cardinals","NL Central",162,90,72,0,0.556,0.544,"2nd of 6","6","Won WS (4-3)",762,692,3093954,29.3,30.2,46,24,"A.Pujols (5.3)","T.La Russa (90-72)","St. Louis Cardinals",5.3,"STL",1304,"STL",24,30.2,4.27,90,72,0.556,3.74,162,162,155,7,9,5,47,1462,1461,692,608,136,448,44,1098,46,3,48,6211,99,3.75,1.306,9,0.8,2.8,6.8,2.45,6.99382716049383,2011,"STL",99,0.290123456790123,0.0432098765432099,0.0555555555555556,0.0308641975308642,4.7037037037037,90
"TBR","AL",2011,707,614,91,0.322,0.402,0.244,1,6,4,162,0.303,0.383,"YES","TBR","TBR - 2011",2437,6,2011,"Tampa Bay Rays","AL East",162,91,71,0,0.562,0.564,"2nd of 5","6","Lost LDS (3-1)",707,614,1529188,28.3,27.8,42,21,"B.Zobrist (8.7)","J.Maddon (91-71)","Tampa Bay Rays",8.7,"TBR",1305,"TBR",21,27.8,3.79,91,71,0.562,3.58,162,162,147,15,13,5,32,1449,1263,614,577,161,504,38,1143,46,3,45,6010,105,4.03,1.219,7.8,1,3.1,7.1,2.27,6.47530864197531,2011,"TBR",105,0.197530864197531,0.0925925925925926,0.0802469135802469,0.0308641975308642,4.3641975308642,91
"TEX","AL",2011,855,677,96,0.34,0.46,0.283,1,3,2,162,0.307,0.392,"YES","TEX","TEX - 2011",2456,6,2011,"Texas Rangers","AL West",162,96,66,0,0.593,0.605,"1st of 4","--","Lost WS (4-3)",855,677,2946949,29.2,28.8,45,25,"I.Kinsler (7.1)","R.Washington (96-66)","Texas Rangers",7.1,"TEX",1306,"TEX",25,28.8,4.18,96,66,0.593,3.79,162,162,152,10,19,7,38,1441.1,1327,677,607,170,461,21,1179,46,6,43,6021,117,3.98,1.241,8.3,1.1,2.9,7.4,2.56,6.2962962962963,2011,"TEX",117,0.234567901234568,0.0617283950617284,0.117283950617284,0.0432098765432099,5.27777777777778,96
"TOR","AL",2011,743,761,81,0.317,0.413,0.249,0,NA,NA,162,0.328,0.419,"NO","TOR","TOR - 2011",2512,6,2011,"Toronto Blue Jays","AL East",162,81,81,0,0.5,0.489,"4th of 5","16","",743,761,1818103,28.4,27.6,53,30,"J.Bautista (8.1)","J.Farrell (81-81)","Toronto Blue Jays",8.1,"TOR",1307,"TOR",30,27.6,4.7,81,81,0.5,4.32,162,162,155,7,10,3,33,1458.2,1433,761,700,179,540,28,1169,77,3,73,6286,99,4.29,1.353,8.8,1.1,3.3,7.2,2.16,7.09259259259259,2011,"TOR",99,0.203703703703704,0.0432098765432099,0.0617283950617284,0.0185185185185185,4.58641975308642,81
"WSN","NL",2011,624,643,80,0.309,0.383,0.242,0,NA,NA,161,0.319,0.382,"NO","WSN","WSN - 2011",2552,6,2011,"Washington Nationals","NL East",161,80,81,0,0.497,0.486,"3rd of 5","21.5","",624,643,1940478,28.4,27.6,44,24,"T.Clippard (3.4)","J.Riggleman (38-37), J.McLaren (2-1) and D.Johnson (40-43)","Washington Nationals",3.4,"WSN",1308,"WSN",24,27.6,3.99,80,81,0.497,3.58,161,161,158,3,10,2,49,1449.1,1403,643,577,129,477,43,1049,52,6,49,6141,107,3.83,1.297,8.7,0.8,3,6.5,2.2,7.14285714285714,2011,"WSN",107,0.304347826086957,0.0186335403726708,0.062111801242236,0.0124223602484472,3.87577639751553,80.4968944099379
"ARI","NL",2010,713,836,65,0.325,0.416,0.25,0,NA,NA,162,0.34,0.448,"NO","ARI","ARI - 2010",7,7,2010,"Arizona Diamondbacks","NL West",162,65,97,0,0.401,0.428,"5th of 5","27","",713,836,2056697,26.8,27.9,48,28,"C.Young (5.4)","A.Hinch (31-48) and K.Gibson (34-49)","Arizona Diamondbacks",5.4,"ARI",1249,"ARI",28,27.9,5.16,65,97,0.401,4.81,162,162,159,3,3,1,35,1432,1503,836,765,210,548,38,1070,58,4,82,6260,89,4.76,1.432,9.4,1.3,3.4,6.7,1.95,6.96296296296296,2010,"ARI",89,0.216049382716049,0.0185185185185185,0.0185185185185185,0.00617283950617284,4.40123456790123,65
"ATL","NL",2010,738,629,91,0.339,0.401,0.258,1,6,4,162,0.314,0.376,"YES","ATL","ATL - 2010",26,7,2010,"Atlanta Braves","NL East",162,91,71,0,0.562,0.573,"2nd of 5","6","Lost LDS (3-1)",738,629,2510119,28.6,30.1,43,21,"J.Heyward (6.4)","B.Cox (91-71)","Atlanta Braves",6.4,"ATL",1250,"ATL",21,30.1,3.88,91,71,0.562,3.56,162,162,160,2,9,0,41,1439.1,1326,629,569,126,505,64,1241,49,3,42,6052,110,3.65,1.272,8.3,0.8,3.2,7.8,2.46,6.82098765432099,2010,"ATL",110,0.253086419753086,0.0123456790123457,0.0555555555555556,0,4.55555555555556,91
"BAL","AL",2010,613,785,66,0.316,0.386,0.259,0,NA,NA,162,0.336,0.434,"NO","BAL","BAL - 2010",167,7,2010,"Baltimore Orioles","AL East",162,66,96,0,0.407,0.389,"5th of 5","30","",613,785,1733019,28.7,28.4,45,23,"J.Guthrie (4.7)","D.Trembley (15-39), J.Samuel (17-34) and B.Showalter (34-23)","Baltimore Orioles",4.7,"BAL",1251,"BAL",23,28.4,4.85,66,96,0.407,4.59,162,162,159,3,7,0,35,1436.1,1508,785,733,186,520,45,1007,59,5,45,6262,91,4.57,1.412,9.4,1.2,3.3,6.3,1.94,7.20987654320988,2010,"BAL",91,0.216049382716049,0.0185185185185185,0.0432098765432099,0,3.78395061728395,66
"BOS","AL",2010,818,744,89,0.339,0.451,0.268,0,NA,NA,162,0.327,0.399,"NO","BOS","BOS - 2010",283,7,2010,"Boston Red Sox","AL East",162,89,73,0,0.549,0.543,"3rd of 5","7","",818,744,3046445,30.8,29.6,53,25,"A.Beltre (7.8)","T.Francona (89-73)","Boston Red Sox",7.8,"BOS",1252,"BOS",25,29.6,4.59,89,73,0.549,4.2,162,162,159,3,9,1,44,1456.2,1402,744,679,152,580,30,1207,53,3,58,6267,104,4.08,1.361,8.7,0.9,3.6,7.5,2.08,7.11728395061728,2010,"BOS",104,0.271604938271605,0.0185185185185185,0.0555555555555556,0.00617283950617284,5.04938271604938,89
"CHC","NL",2010,685,767,75,0.32,0.401,0.257,0,NA,NA,162,0.334,0.398,"NO","CHC","CHC - 2010",399,7,2010,"Chicago Cubs","NL Central",162,75,87,0,0.463,0.448,"5th of 6","16","",685,767,3062973,29.4,28.2,44,23,"M.Byrd (3.7)","L.Piniella (51-74) and M.Quade (24-13)","Chicago Cubs",3.7,"CHC",1253,"CHC",23,28.2,4.73,75,87,0.463,4.18,162,162,161,1,14,0,40,1436.2,1409,767,668,154,605,42,1268,65,6,46,6298,100,4.11,1.402,8.8,1,3.8,7.9,2.1,7.53703703703704,2010,"CHC",100,0.246913580246914,0.00617283950617284,0.0864197530864197,0,4.22839506172839,75
"CHW","AL",2010,752,704,88,0.332,0.42,0.268,0,NA,NA,162,0.325,0.395,"NO","CHW","CHW - 2010",540,7,2010,"Chicago White Sox","AL Central",162,88,74,0,0.543,0.53,"2nd of 5","6","",752,704,2194378,30.6,29,40,20,"A.Ramirez (5.6)","O.Guillen (88-74)","Chicago White Sox",5.6,"CHW",1254,"CHW",20,29,4.35,88,74,0.543,4.09,162,162,156,6,11,2,43,1446.1,1471,704,658,136,490,41,1149,34,9,59,6180,105,3.8,1.356,9.2,0.8,3,7.1,2.34,7.01851851851852,2010,"CHW",105,0.265432098765432,0.037037037037037,0.0679012345679012,0.0123456790123457,4.64197530864198,88
"CIN","NL",2010,790,685,91,0.338,0.436,0.272,1,6,4,162,0.323,0.396,"YES","CIN","CIN - 2010",656,7,2010,"Cincinnati Reds","NL Central",162,91,71,0,0.562,0.565,"1st of 6","--","Lost LDS (3-0)",790,685,2060550,29,28.2,44,23,"J.Votto (6.9)","D.Baker (91-71)","Cincinnati Reds",6.9,"CIN",1255,"CIN",23,28.2,4.23,91,71,0.562,4.01,162,162,158,4,9,2,43,1453,1404,685,648,158,524,32,1130,50,6,48,6182,102,4.12,1.327,8.7,1,3.2,7,2.16,7.02469135802469,2010,"CIN",102,0.265432098765432,0.0246913580246914,0.0555555555555556,0.0123456790123457,4.87654320987654,91
"CLE","AL",2010,646,752,69,0.322,0.378,0.248,0,NA,NA,162,0.342,0.416,"NO","CLE","CLE - 2010",791,7,2010,"Cleveland Indians","AL Central",162,69,93,0,0.426,0.431,"4th of 5","25","",646,752,1391644,27.2,26.6,45,22,"S.Choo (5.9)","M.Acta (69-93)","Cleveland Indians",5.9,"CLE",1256,"CLE",22,26.6,4.64,69,93,0.426,4.3,162,162,152,10,4,2,34,1433,1477,752,684,147,572,36,967,66,3,54,6224,92,4.4,1.43,9.3,0.9,3.6,6.1,1.69,7.24074074074074,2010,"CLE",92,0.209876543209877,0.0617283950617284,0.0246913580246914,0.0123456790123457,3.98765432098765,69
"COL","NL",2010,770,717,83,0.336,0.425,0.263,0,NA,NA,162,0.326,0.397,"NO","COL","COL - 2010",907,7,2010,"Colorado Rockies","NL West",162,83,79,0,0.512,0.533,"3rd of 5","9","",770,717,2875245,28.8,28.1,43,23,"U.Jimenez (7.4)","J.Tracy (83-79)","Colorado Rockies",7.4,"COL",1257,"COL",23,28.1,4.43,83,79,0.512,4.14,162,162,156,6,12,2,35,1442,1405,717,663,139,525,54,1234,56,12,77,6143,112,3.83,1.338,8.8,0.9,3.3,7.7,2.35,6.79012345679012,2010,"COL",112,0.216049382716049,0.037037037037037,0.0740740740740741,0.0123456790123457,4.75308641975309,83
"DET","AL",2010,751,743,81,0.335,0.415,0.268,0,NA,NA,162,0.332,0.4,"NO","DET","DET - 2010",931,7,2010,"Detroit Tigers","AL Central",162,81,81,0,0.5,0.505,"3rd of 5","13","",751,743,2461237,28.8,26.5,41,20,"M.Cabrera (6.4)","J.Leyland (81-81)","Detroit Tigers",6.4,"DET",1258,"DET",20,26.5,4.59,81,81,0.5,4.3,162,162,156,6,5,1,32,1444.1,1445,743,690,142,537,29,1056,65,9,75,6198,98,4.15,1.372,9,0.9,3.3,6.6,1.97,6.92592592592593,2010,"DET",98,0.197530864197531,0.037037037037037,0.0308641975308642,0.00617283950617284,4.6358024691358,81
"FLA","NL",2010,719,717,80,0.321,0.403,0.254,0,NA,NA,162,0.331,0.398,"NO","MIA","MIA - 2010",1339,7,2010,"Florida Marlins","NL East",162,80,82,0,0.494,0.501,"3rd of 5","17","",719,717,1524894,26.9,27.1,57,31,"J.Johnson (6.8)","F.Gonzalez (34-36) and E.Rodriguez (46-46)","Miami Marlins",6.8,"MIA",1259,"FLA",31,27.1,4.43,80,82,0.494,4.08,162,162,157,5,17,2,39,1438.1,1433,717,652,134,549,42,1168,51,4,49,6217,102,3.92,1.378,9,0.8,3.4,7.3,2.13,7.31481481481481,2010,"MIA",102,0.240740740740741,0.0308641975308642,0.104938271604938,0.0123456790123457,4.43827160493827,80
"HOU","NL",2010,611,729,76,0.303,0.362,0.247,0,NA,NA,162,0.33,0.402,"NO","HOU","HOU - 2010",1047,7,2010,"Houston Astros","NL Central",162,76,86,0,0.469,0.42,"4th of 6","15","",611,729,2331490,29.5,29.6,48,25,"M.Bourn (5.5)","B.Mills (76-86)","Houston Astros",5.5,"HOU",1260,"HOU",25,29.6,4.5,76,86,0.469,4.09,162,162,158,4,11,2,45,1439.1,1446,729,654,140,548,39,1210,40,9,57,6221,97,3.89,1.385,9,0.9,3.4,7.6,2.21,7.24691358024691,2010,"HOU",97,0.277777777777778,0.0246913580246914,0.0679012345679012,0.0123456790123457,3.7716049382716,76
"KCR","AL",2010,676,845,67,0.331,0.399,0.274,0,NA,NA,162,0.342,0.435,"NO","KCR","KCR - 2010",1102,7,2010,"Kansas City Royals","AL Central",162,67,95,0,0.414,0.399,"5th of 5","27","",676,845,1615327,28.8,27.5,46,25,"J.Soria (3.7)","T.Hillman (12-23) and N.Yost (55-72)","Kansas City Royals",3.7,"KCR",1261,"KCR",25,27.5,5.22,67,95,0.414,4.97,162,162,155,7,3,1,44,1436.2,1553,845,794,176,551,28,1035,47,7,55,6333,85,4.48,1.465,9.7,1.1,3.5,6.5,1.88,7.27160493827161,2010,"KCR",85,0.271604938271605,0.0432098765432099,0.0185185185185185,0.00617283950617284,4.17283950617284,67
"LAA","AL",2010,681,702,80,0.311,0.39,0.248,0,NA,NA,162,0.327,0.403,"NO","LAA","LAA - 2010",1150,7,2010,"Los Angeles Angels of Anaheim","AL West",162,80,82,0,0.494,0.486,"3rd of 4","10","",681,702,3250814,29.6,28.3,46,21,"J.Weaver (5.5)","M.Scioscia (80-82)","Los Angeles Angels of Anaheim",5.5,"LAA",1262,"LAA",21,28.3,4.33,80,82,0.494,4.04,162,162,152,10,9,3,39,1449.1,1422,702,651,148,565,33,1130,46,6,80,6252,99,4.11,1.371,8.8,0.9,3.5,7,2,7.41975308641975,2010,"LAA",99,0.240740740740741,0.0617283950617284,0.0555555555555556,0.0185185185185185,4.2037037037037,80
"LAD","NL",2010,667,692,80,0.322,0.379,0.252,0,NA,NA,162,0.316,0.378,"NO","LAD","LAD - 2010",1206,7,2010,"Los Angeles Dodgers","NL West",162,80,82,0,0.494,0.483,"4th of 5","12","",667,692,3562320,30.2,28.1,49,24,"C.Kershaw (5.1)","J.Torre (80-82)","Los Angeles Dodgers",5.1,"LAD",1263,"LAD",24,28.1,4.27,80,82,0.494,4.01,162,162,158,4,16,4,41,1441.2,1323,692,643,134,539,75,1274,58,8,58,6141,97,3.76,1.292,8.3,0.8,3.4,8,2.36,6.93827160493827,2010,"LAD",97,0.253086419753086,0.0246913580246914,0.0987654320987654,0.0246913580246914,4.11728395061728,80
"MIL","NL",2010,750,804,77,0.335,0.424,0.262,0,NA,NA,162,0.338,0.427,"NO","MIL","MIL - 2010",1363,7,2010,"Milwaukee Brewers","NL Central",162,77,85,0,0.475,0.468,"3rd of 6","14","",750,804,2776531,27.8,29.2,43,25,"R.Braun (5.7)","K.Macha (77-85)","Milwaukee Brewers",5.7,"MIL",1264,"MIL",25,29.2,4.96,77,85,0.475,4.58,162,162,159,3,7,3,35,1439,1487,804,733,173,582,42,1258,48,3,71,6324,88,4.21,1.438,9.3,1.1,3.6,7.9,2.16,7.42592592592593,2010,"MIL",88,0.216049382716049,0.0185185185185185,0.0432098765432099,0.0185185185185185,4.62962962962963,77
"MIN","AL",2010,781,671,94,0.341,0.422,0.273,1,4,4,162,0.317,0.417,"YES","MIN","MIN - 2010",1411,7,2010,"Minnesota Twins","AL Central",162,94,68,0,0.58,0.569,"1st of 5","--","Lost LDS (3-0)",781,671,3223640,28.5,28.6,42,21,"J.Mauer (5.9)","R.Gardenhire (94-68)","Minnesota Twins",5.9,"MIN",1265,"MIN",21,28.6,4.14,94,68,0.58,3.95,162,162,153,9,13,3,40,1452.2,1493,671,638,155,383,19,1048,47,4,41,6106,103,3.91,1.291,9.2,1,2.4,6.5,2.74,6.64814814814815,2010,"MIN",103,0.246913580246914,0.0555555555555556,0.0802469135802469,0.0185185185185185,4.82098765432099,94
